Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,15554478866780,meta_title,en,,,Pokemon pärm 9-pocket Sun & Moon,Pokemon pärm 9-pocket Sun & Moon
PRODUCT,15554478997852,title,en,,,Gyro 7-i-1 spin tärning för dnd/rollspel - Mechanical Black/Red,Gyro 7-in-1 spin dice for dnd/role playing - Mechanical Black/Red
PRODUCT,15554478997852,body_html,en,,,,"<p> </p>
<p> </p>"
PRODUCT,15554478997852,meta_description,en,,,Hollow Metal DND Dice,Hollow Metal DND Dice
PRODUCT,15554479030620,title,en,,,Gyro 7-i-1 spin tärning för dnd/rollspel - Mechanical Gold,Gyro 7-in-1 spin dice for dnd/role playing - Mechanical Gold
PRODUCT,15554479030620,body_html,en,,,,"<p> </p>
<p> </p>"
PRODUCT,15554479030620,meta_description,en,,,Hollow Metal DND Dice,Hollow Metal DND Dice
PRODUCT,15554479161692,title,en,,,Amalfi Renaissance,Amalfi Renaissance
PRODUCT,15554479161692,body_html,en,,,"<p>Amalfi: Renaissance är ett strategiskt brädspel där du leder en handelsfamilj i Italiens kuststad Amalfi under renässansen.<br>Med endast fyra skepp till ditt förfogande ska du navigera, samla resurser och återuppbygga stadens storhetstid. Skeppen fungerar både som arbetskraft och som lager, vilket skapar en spännande balans mellan handlingar och resurshantering.</p>
<p>Utforska nya kartor, samla historiska monument och bjud in inflytelserika personer som stärker din strategi. Denna nya version av spelet introducerar fyrar, asymmetriska kortlekar och förbättrad spelkomponenter som ökar variationen och spelvärdet.<br>Passar både solo och upp till fyra spelare som gillar djupa men tillgängliga strategispel.</p>
<ul>
<li>Strategiskt brädspel för 1–4 spelare, speltid 60–120 min</li>
<li>Fartyg används både för handlingar och resurshantering</li>
<li>Bygg fyrar, samla monument och anlita historiska karaktärer</li>
<li>Innehåller uppdaterade komponenter och asymmetriska kortlekar</li>
<li>För dig som gillar taktiskt djup med hög återspelningsbarhet</li>
</ul>","<p>Amalfi: Renaissance is a strategic board game where you play as a merchant family rebuilding the glory of Amalfi during the Renaissance.<br>With just four ships, you'll need to navigate the seas, store resources, and perform powerful actions. The ships double as action takers and resource holders, creating a unique blend of engine-building and tactical planning.</p>
<p>Discover maps for better routes, collect books, paints, and monuments to gain honor, and recruit famous historical figures to boost your strategy. This new edition includes lighthouses, asymmetrical decks, and updated artwork and components for increased variety and replayability.<br>Perfect for solo or up to four players who enjoy rich and thoughtful games.</p>
<ul>
<li>Strategy game for 1–4 players, playtime 60–120 min</li>
<li>Ships act as both workers and resource managers</li>
<li>Build lighthouses and collect historical items for bonuses</li>
<li>Includes new characters and asymmetrical card decks</li>
<li>Enhanced components and great replay value</li>
</ul>"
PRODUCT,15554479161692,meta_title,en,,,Amalfi Renaissance,Amalfi Renaissance
PRODUCT,15554479161692,meta_description,en,,,"Bli handelsherre i Amalfi: Renaissance – ett strategispel med unikt skeppssystem, historiska karaktärer och uppdaterade komponenter.","Rebuild Amalfi in this strategic board game with unique ship mechanics, famous figures, and upgraded components."
PRODUCT,15554479194460,title,en,,,Dungeon Master Sticker,Dungeon Master Sticker
PRODUCT,15554479194460,body_html,en,,,"<p>Dungeon Master Sticker är en tålig och färgstark vinylklistermärke för alla som älskar D&amp;D och TTRPG!<br>Tillverkad i väder- och vattentålig vinyl med glansig yta och reptålig finish – perfekt för både inomhus- och utomhusbruk. Sätt den på din DM-skärm, laptop, anteckningsbok eller varför inte som en present till din favorit-Dungeon Master?</p>
<p>Designen är handritad med kärlek till hobbyn och tryckt med miljövänligt bläck som ger intensiva färger och lång hållbarhet. Enkel att applicera utan bubblor och tål till och med diskmaskin! En liten men episk hyllning till rollspelens hjältar.</p>
<ul>
<li>Klistermärke med handritad D&amp;D/TTRPG-design</li>
<li>Glansig vinyl, vattentät och reptålig</li>
<li>Enkel att fästa utan luftbubblor</li>
<li>Tål väder, vind och diskmaskin</li>
<li>Perfekt gåva till en Dungeon Master eller rollspelsfantast</li>
</ul>","<p>The Dungeon Master Sticker is a high-quality vinyl decal made for every D&amp;D and TTRPG fan out there!<br>Glossy, waterproof, dishwasher-safe, and easy to apply without bubbles — stick it on your DM screen, laptop, journal, or give it as a fun gift to your favorite dungeon master.</p>
<p>Featuring a hand-drawn design, printed using eco-friendly inks for extra vibrant colors, this sticker is made to last and to show off your love for tabletop roleplaying games in style. Whether you're a DM or a proud player, this one’s for you.</p>
<ul>
<li>Hand-drawn D&amp;D/TTRPG artwork</li>
<li>Glossy, scratch-resistant vinyl</li>
<li>Weatherproof and dishwasher-safe</li>
<li>Bubble-free, easy application</li>
<li>A great gift for any tabletop RPG lover</li>
</ul>"
PRODUCT,15554479194460,meta_title,en,,,Dungeon Master Sticker,Dungeon Master Sticker
PRODUCT,15554479194460,meta_description,en,,,"Vattentåligt klistermärke med handritad D&D-design – perfekt till din DM-skärm, laptop eller som present till din spelledare.","Show off your DM pride with this high-quality, weatherproof D&D sticker – perfect for gifts or your gear."
PRODUCT,15554479227228,title,en,,,MIRU II RPG 2025 Edition - An Analog Horror Game,MIRU II RPG 2025 Edition - An Analog Horror Game
PRODUCT,15554479227228,body_html,en,,,"<p>MIRU II RPG: 2025 Edition är ett analogt skräckrollspel där du utforskar en farlig framtidsvärld på egen hand.<br>Med tärningar, karta och skarpa sinnen kastas du in i ett ensamt överlevnadsäventyr där du jagas av en gudomlig kraft. Upptäck gömda skatter, lös kryptiska pussel och rita din egen väg genom en kuslig och oförutsägbar värld – varje genomspelning blir unik!</p>
<p>Denna utgåva är ett 64-sidigt A5-zine i liggande format, tryckt i svart och grönt på obestruket papper. Boken är häftad, stilrent designad och 100 % människoskapad. En QR-kod i boken ger dig tillgång till den digitala versionen av spelet.</p>
<ul>
<li>Solo-fokuserat analogt skräckrollspel</li>
<li>Upptäck, kartlägg och lös pussel i en farlig framtidsvärld</li>
<li>64 sidor A5 i svart och grönt, tryckt på obestruket papper</li>
<li>Inkluderar digital version via QR-kod</li>
<li>Unik spelupplevelse varje gång du spelar</li>
</ul>","<p>MIRU II RPG: 2025 Edition is a solo-first analog horror game set in a mysterious, god-haunted future.<br>You’ll roll dice, draw maps, and solve eerie puzzles as you explore a haunting world a century from now. No playthrough is the same—each journey is handcrafted by your choices, your maps, and the lurking terror that stalks you.</p>
<p>This 64-page A5 zine is printed in black and green on uncoated paper, with a simple staple-bound spine and a proudly Human Made design. Every physical copy includes a digital version via QR code printed inside the book.</p>
<ul>
<li>Solo-focused analog horror RPG with map-drawing and puzzles</li>
<li>Explore an ever-changing world where danger is always near</li>
<li>64-page A5 zine in black &amp; green, printed on uncoated paper</li>
<li>Staple-bound and eco-conscious, proudly Human Made</li>
<li>Digital edition included via QR code</li>
</ul>"
PRODUCT,15554479227228,meta_title,en,,,MIRU II RPG 2025 Edition - An Analog Horror Game,MIRU II RPG 2025 Edition - An Analog Horror Game
PRODUCT,15554479227228,meta_description,en,,,"MIRU II RPG är ett solo-fokuserat skräckrollspel där du utforskar, överlever och jagas av en gud. Inkluderar digital version.","Solo horror RPG where you explore, map, and survive while a god hunts you. Includes digital copy. No two plays are alike."
PRODUCT,15554479358300,title,en,,,The Monster Overhaul,The Monster Overhaul
PRODUCT,15554479358300,body_html,en,,,"<p>The Monster Overhaul är ett omfattande bestiarium för rollspel – fullmatat med verktyg och inspiration direkt vid spelbordet.<br>Boken är skapad för att ge spelledare allt de behöver i stunden: monster med motiv, namn, hemligheter, kartor, gåtor, och oväntade vändningar – inte självklara fakta, utan spelbar substans.</p>
<p>Med över 200 monster, mer än 160 unika illustrationer, 20+ kartor och en uppsjö av tabeller och index, är detta ett ovärderligt hjälpmedel för gammaldags fantasykampanjer. Oavsett om du kör OSR eller andra klassiska system är denna bok testad för att fungera sömlöst.</p>
<ul>
<li>336-sidigt A4 bestiarium i svartvitt, inbunden</li>
<li>Över 200 monster och 160+ originalillustrationer</li>
<li>Fylld med kartor, tabeller och spelledarverktyg</li>
<li>Optimerad för old-school fantasyrollspel</li>
<li>Skapad av Skerples, känd från CoinsandScrolls-bloggen</li>
</ul>","<p>The Monster Overhaul is a massive RPG bestiary built for fast, useful, and inspiring at-the-table play.<br>Instead of stating the obvious, it gives GMs what they actually need mid-session: names, riddles, motives, secrets, twists, maps, and more – all ready to drop into your game without slowing things down.</p>
<p>With 200+ monsters, 160+ pieces of original art, 20+ maps, random encounter tables, and a trove of system-neutral tools, it’s perfect for old-school fantasy RPGs. The book has been carefully tested for compatibility with the most enduring and popular OSR systems.</p>
<ul>
<li>336-page A4 hardcover in black &amp; white</li>
<li>Over 200 monsters with detailed prompts and hooks</li>
<li>160+ original illustrations and 20+ maps</li>
<li>Designed for at-the-table use with OSR principles</li>
<li>Created by Skerples, author of Tomb of the Serpent Kings and more</li>
</ul>"
PRODUCT,15554479358300,meta_title,en,,,The Monster Overhaul,The Monster Overhaul
PRODUCT,15554479358300,meta_description,en,,,"Ett enormt bestiarium för old-school rollspel med monster, kartor och verktyg för snabb användning direkt vid spelbordet.","A huge bestiary for old-school RPGs, packed with monsters, maps, and tools for instant use at the table."
PRODUCT,15554479522140,title,en,,,Sagrada 2nd Edition,Sagrada 2nd Edition
PRODUCT,15554479522140,body_html,en,,,"<p>Sagrada är ett vackert och smart tärningsspel där du bygger färgsprakande glasmosaikfönster.<br>Med hjälp av genomskinliga tärningar draftar och placerar du dem på din spelplan för att skapa unika mönster – men reglerna för färg och siffror sätter käppar i hjulen. Placera varsamt och planera framåt för att få maximal poäng!</p>
<p>Varje spelomgång ger nya mål, nya kombinationer och möjlighet att använda specialverktyg för att bryta regler – men till ett pris. Perfekt för både nybörjare och mer vana spelare som vill ha ett snabbt men engagerande spel för 1–4 spelare.</p>
<ul>
<li>Vackert tärningspussel för 1–4 spelare (30–45 minuter)</li>
<li>Bygg färgstarka glasmosaiker med strategisk placering</li>
<li>Spelplaner med olika svårigheter och mål för variation</li>
<li>Specialverktyg ger fler taktiska valmöjligheter</li>
<li>Passar både solo och i grupp, från ca 8 år</li>
</ul>","<p>Sagrada is a beautiful and clever dice-drafting game where you build vibrant stained-glass windows.<br>Using colorful transparent dice, players take turns drafting and placing them onto their player boards to create intricate patterns. But there’s a twist—dice of the same color or number can’t be placed next to each other, and each window has its own placement restrictions.</p>
<p>Every game features variable goals, secret objectives, and powerful tools that help you break the rules… if you can afford them. Sagrada is quick to learn, satisfying to master, and perfect for 1–4 players looking for a gorgeous and thinky puzzle.</p>
<ul>
<li>Colorful abstract puzzle game for 1–4 players (30–45 min)</li>
<li>Draft and place dice to complete stained-glass patterns</li>
<li>Unique boards and goals make every game different</li>
<li>Use tools to bend the rules and outscore your opponents</li>
<li>Solo mode included, suitable for ages 8+</li>
</ul>"
